KEY,1,2,3,4,5
847,716-124,681-114,0,0,0
848,586-91,553-86,0,0,0
849,389-69,357-66,0,0,0
850,0,0,0,0,0
851,368-742,401-730,0,0,0
852,486-703,524-695,0,0,0
853,615-686,652-685,0,0,0
854,749-679,782-674,0,0,0
855,863-646,889-632,0,0,0
856,927-560,927-533,0,0,0
857,886-460,861-445,0,0,0
858,776-421,742-416,0,0,0
859,653-424,620-432,0,0,0
860,536-460,506-473,0,0,0
861,423-509,396-524,0,0,0
862,311-550,277-557,0,0,0
863,185-549,157-535,0,0,0
864,93-467,84-435,0,0,0
865,92-344,100-311,0,0,0
866,139-231,157-206,0,0,0
867,229-156,254-141,0,0,0
868,341-110,371-102,0,0,0
869,472-101,504-104,0,0,0
870,586-127,615-140,0,0,0
871,691-187,715-205,0,0,0
872,802-250,840-239,0,0,0
873,830-149,819-125,0,0,0
874,759-67,732-54,0,0,0
875,0,0,0,0,0
876,208-852,241-867,0,0,0
877,330-867,362-854,0,0,0
878,441-809,473-791,0,0,0
879,554-759,590-749,0,0,0
880,678-727,716-720,0,0,0
881,812-705,847-695,0,0,0
882,904-631,904-599,0,0,0
883,824-553,786-550,0,0,0
884,696-561,663-569,0,0,0
885,571-595,540-610,0,0,0
886,449-653,418-670,0,0,0
887,330-702,293-704,0,0,0
888,219-651,203-623,0,0,0
889,217-546,241-526,0,0,0
890,333-511,372-506,0,0,0
891,469-498,508-494,0,0,0
892,599-472,633-460,0,0,0
893,720-433,749-420,0,0,0
894,821-367,831-336,0,0,0
895,840-252,830-220,0,0,0
896,755-171,714-171,0,0,0
897,626-193,589-203,0,0,0
898,496-191,478-166,0,0,0
899,515-88,542-69,0,0,0
900,0,0,0,0,0
901,183-752,182-723,0,0,0
902,184-640,184-612,0,0,0
903,184-531,190-492,0,0,0
904,280-492,318-492,0,0,0
905,385-529,385-559,0,0,0
906,385-638,385-664,0,0,0
907,388-744,390-784,0,0,0
908,442-845,479-847,0,0,0
909,569-847,609-847,0,0,0
910,703-847,742-845,0,0,0
911,825-813,839-776,0,0,0
912,840-683,839-648,0,0,0
913,840-561,839-529,0,0,0
914,839-441,825-407,0,0,0
915,716-399,678-399,0,0,0
916,586-399,540-399,0,0,0
917,436-399,390-399,0,0,0
918,293-399,255-399,0,0,0
919,184-362,180-329,0,0,0
920,182-247,201-219,0,0,0
921,293-219,326-219,0,0,0
922,420-219,454-219,0,0,0
923,546-219,580-219,0,0,0
924,669-187,686-158,0,0,0
925,0,0,0,0,0
926,367-866,382-818,0,0,0
927,449-753,478-750,0,0,0
928,560-768,591-780,0,0,0
929,676-804,709-809,0,0,0
930,801-798,826-779,0,0,0
931,859-706,855-677,0,0,0
932,816-609,791-591,0,0,0
933,675-549,709-557,0,0,0
934,583-561,547-573,0,0,0
935,453-591,413-593,0,0,0
936,325-586,294-576,0,0,0
937,220-534,204-511,0,0,0
938,177-436,177-406,0,0,0
939,213-338,233-315,0,0,0
940,306-275,340-267,0,0,0
941,425-293,443-318,0,0,0
942,486-393,509-418,0,0,0
943,594-457,628-459,0,0,0
944,720-458,754-450,0,0,0
945,831-409,847-382,0,0,0
946,855-301,841-274,0,0,0
947,759-225,727-212,0,0,0
948,645-168,617-145,0,0,0
949,654-77,684-63,0,0,0
950,0,0,0,0,0
951,257-780,277-796,0,0,0
952,356-830,383-838,0,0,0
953,470-839,505-833,0,0,0
954,575-780,612-764,0,0,0
955,693-734,712-712,0,0,0
956,721-630,710-601,0,0,0
957,682-526,674-497,0,0,0
958,686-423,706-396,0,0,0
959,767-336,790-317,0,0,0
960,855-268,870-239,0,0,0
961,868-155,849-129,0,0,0
962,776-81,741-72,0,0,0
963,657-74,629-80,0,0,0
964,558-130,548-157,0,0,0
965,531-235,531-265,0,0,0
966,535-341,534-371,0,0,0
967,537-450,537-482,0,0,0
968,536-559,531-590,0,0,0
969,505-671,479-697,0,0,0
970,391-710,361-692,0,0,0
971,334-609,331-578,0,0,0
972,333-492,337-462,0,0,0
973,348-380,352-349,0,0,0
974,371-272,376-244,0,0,0
975,0,0,0,0,0
976,655-850,622-846,0,0,0
977,523-839,486-839,0,0,0
978,450-786,458-751,0,0,0
979,362-730,328-730,0,0,0
980,229-729,194-718,0,0,0
981,182-633,205-606,0,0,0
982,299-596,336-600,0,0,0
983,426-606,464-608,0,0,0
984,559-628,597-636,0,0,0
985,689-656,728-657,0,0,0
986,819-655,852-648,0,0,0
987,922-594,931-565,0,0,0
988,881-491,859-474,0,0,0
989,780-429,753-421,0,0,0
990,664-425,634-435,0,0,0
991,543-436,505-432,0,0,0
992,406-435,371-440,0,0,0
993,278-461,239-463,0,0,0
994,155-440,134-414,0,0,0
995,134-326,154-294,0,0,0
996,239-249,272-234,0,0,0
997,363-212,400-205,0,0,0
998,499-199,535-199,0,0,0
999,633-203,664-199,0,0,0
1000,0,0,0,0,0
1001,465-852,550-844,0,0,0
1002,597-811,638-795,0,0,0
1003,722-753,749-719,0,0,0
1004,741-631,701-623,0,0,0
1005,597-639,556-655,0,0,0
1006,458-683,413-691,0,0,0
1007,314-699,275-691,0,0,0
1008,222-631,226-592,0,0,0
1009,297-532,332-522,0,0,0
1010,435-510,475-510,0,0,0
1011,575-507,617-502,0,0,0
1012,719-486,757-475,0,0,0
1013,849-435,869-403,0,0,0
1014,895-319,892-286,0,0,0
1015,841-216,818-190,0,0,0
1016,740-144,710-128,0,0,0
1017,620-105,584-103,0,0,0
1018,485-132,466-160,0,0,0
1019,460-238,466-273,0,0,0
1020,466-359,437-379,0,0,0
1021,350-379,313-371,0,0,0
1022,243-319,226-286,0,0,0
1023,229-198,245-168,0,0,0
1024,314-105,342-81,0,0,0
1025,0,0,0,0,0
